    n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
 4426,          6370,            1947,           6000,          ,            ,           
 4427,          6371,            1947,           6999,          ,            ,           
 4428,          6372,            1947,           6507,          ,            ,           
 4429,          6374,            1948,           9001,          ,            ,           
 4430,          6376,            1949,           8002,          ,            ,           
 4431,          6377,            1949,           5997,          ,            ,           
 4432,          6378,            1949,           6017,          ,            ,           
 4433,          6379,            1949,           8019,          ,            ,           
 4434,          6380,            1949,           5995,          ,            ,           
 4435,          6381,            1949,           6100,          ,            ,           
 4436,          6382,            1949,           6009,          ,            ,           
 4437,          6383,            1949,           7014,          ,            ,           
 4438,          6385,            1950,           6983,          ,            ,           
 4439,          6386,            1950,           8517,          ,            ,           
 4440,          6390,            1953,           9998,          ,            ,           
 4441,          6391,            1953,           9002,          ,            ,           
 4442,          6392,            1953,           6998,          ,            ,           
 4443,          6393,            1953,          11999,          ,            ,           
 4444,          6395,            1954,           7996,          ,            ,           
 4445,          6396,            1954,          10000,          ,            ,           
 4446,          6397,            1954,           6996,          ,            ,           
 4447,          6398,            1954,           8242,          ,            ,           
 4448,          6399,            1954,           8994,          ,            ,           
 4449,          6400,            1954,          12001,          ,            ,           
 4450,          6403,            1956,           9003,          ,            ,           
 4451,          6404,            1956,          10001,          ,            ,           
 4452,          6405,            1956,           9990,          ,            ,           
 4453,          6407,            1957,          10000,          ,            ,           
 4454,          6408,            1957,           9003,          ,            ,           
 4455,          6409,            1957,           9525,          ,            ,           
 4456,          6411,            1958,           9201,          ,            ,           
 4457,          6413,            1959,           7998,          ,            ,           
 4458,          6417,            1962,           6052,          ,            ,           
 4459,          6418,            1962,           8433,          ,            ,           
 4460,          6419,            1962,           8203,          ,            ,           
 4461,          6421,            1963,           6128,          ,            ,           
 4462,          6423,            1964,           5983,          ,            ,           
 4463,          6424,            1964,           6027,          ,            ,           
 4464,          6425,            1964,           6984,          ,            ,           
 4465,          6427,            1965,           6529,          ,            ,           
 4466,          6428,            1965,           6993,          ,            ,           
 4467,          6429,            1965,           8021,          ,            ,           
 4468,          6430,            1965,           6011,          ,            ,           
 4469,          6431,            1965,           7983,          ,            ,           
 4470,          6432,            1965,           8998,          ,            ,           
 4471,          6434,            1966,           7007,          ,            ,           
 4472,          6436,            1967,           7998,          ,            ,           
 4473,          6437,            1967,           6003,          ,            ,           
 4474,          6438,            1967,           9521,          ,            ,           
 4475,          6439,            1967,          10523,          ,            ,           
 4476,          6440,            1967,           6004,          ,            ,           
 4477,          6441,            1967,          10003,          ,            ,           
 4478,          6443,            1968,           8926,          ,            ,           
 4479,          6445,            1969,           7017,          ,            ,           
 4480,          6446,            1969,           8012,          ,            ,           
 4481,          6447,            1969,           5985,          ,            ,           
 4482,          6448,            1969,           7006,          ,            ,           
 4483,          6450,            1970,           7002,          ,            ,           
 4484,          6451,            1970,           5524,          ,            ,           
 4485,          6452,            1970,           7989,          ,            ,           
 4486,          6453,            1970,           5997,          ,            ,           
 4487,          6454,            1970,           7003,          ,            ,           
 4488,          6456,            1971,           6001,          ,            ,           
 4489,          6457,            1971,           5998,          ,            ,           
 4490,          6458,            1971,           7022,          ,            ,           
 4491,          6460,            1972,           6011,          ,            ,           
 4492,          6461,            1972,           5999,          ,            ,           
 4493,          6462,            1972,           6000,          ,            ,           
 4494,          6463,            1972,           6015,          ,            ,           
 4495,          6464,            1972,           6000,          ,            ,           
 4496,          6465,            1972,           5538,          ,            ,           
 4497,          6466,            1972,           5999,          ,            ,           
 4498,          6467,            1972,           6000,          ,            ,           
 4499,          6468,            1972,           6000,          ,            ,           
 4500,          6469,            1972,           6002,          ,            ,           
 4501,          6471,            1973,           6013,          ,            ,           
 4502,          6472,            1973,           6000,          ,            ,           
 4503,          6473,            1973,           5984,          ,            ,           
 4504,          6474,            1973,           5999,          ,            ,           
 4505,          6475,            1973,           5996,          ,            ,           
 4506,          6476,            1973,           5995,          ,            ,           
 4507,          6477,            1973,           7016,          ,            ,           
 4508,          6478,            1973,           5002,          ,            ,           
 4509,          6479,            1973,           5983,          ,            ,           
 4510,          6480,            1973,           6994,          ,            ,           
 4511,          6481,            1973,           7990,          ,            ,           
 4512,          6484,            1975,           8998,          ,            ,           
 4513,          6485,            1975,           5999,          ,            ,           
 4514,          6488,            1977,           7996,          ,            ,           
 4515,          6489,            1977,           5985,          ,            ,           
 4516,          6490,            1977,           9012,          ,            ,           
 4517,          6491,            1977,           6998,          ,            ,           
 4518,          6493,            1978,           6999,          ,            ,           
 4519,          6494,            1978,           6531,          ,            ,           
 4520,          6497,            1980,           9999,          ,            ,           
 4521,          6502,            1984,           6998,          ,            ,           
 4522,          6503,            1984,           7095,          ,            ,           
 4523,          6504,            1984,          10143,          ,            ,           
 4524,          6505,            1984,           6040,          ,            ,           
 4525,          6506,            1984,           6000,          ,            ,           
 4526,          6510,            1987,           6780,          ,            ,           
 4527,          6511,            1987,           5343,          ,            ,           
 4528,          6512,            1987,           7979,          ,            ,           
 4529,          6514,            1988,           6525,          ,            ,           
 4530,          6517,            1990,           6999,          ,            ,           
 4531,          6519,            1991,           6011,          ,            ,           
 4532,          6523,            1994,           5989,          ,            ,           
 4533,          6524,            1994,           5990,          ,            ,           
 4534,          6525,            1994,           5999,          ,            ,           
 4535,          6527,            1995,           5997,          ,            ,           
 4536,          6530,            1997,           6053,          ,            ,           
 4537,          6532,            1998,           7000,          ,            ,           
 4538,          6536,            2001,           5455,          ,            ,           
 4539,          6537,            2001,           6000,          ,            ,           
 4540,          6538,            2001,           6016,          ,            ,           
 4541,          6539,            2001,          10000,          ,            ,           
 4542,          6541,            2002,          11000,          ,            ,           
 4543,          6542,            2002,           9003,          ,            ,           
 4544,          6543,            2002,           6997,          ,            ,           
 4545,          6545,            2003,           9000,          ,            ,           
 4546,          6548,            2005,           9002,          ,            ,           
 4547,          6549,            2005,           7000,          ,            ,           
 4548,          6550,            2005,           6004,          ,            ,           
 4549,          6552,            2006,           6997,          ,            ,           
 4550,          6553,            2006,          10000,          ,            ,           
 4551,          6554,            2006,           7000,          ,            ,           
 4552,          6555,            2006,           6988,          ,            ,           
 4553,          6556,            2006,           6997,          ,            ,           
 4554,          6557,            2006,           5997,          ,            ,           
 4555,          6558,            2006,           6994,          ,            ,           
 4556,          6559,            2006,           8998,          ,            ,           
 4557,          6562,            2008,           7001,          ,            ,           
 4558,          6567,            2012,           9004,          ,            ,           
 4559,          6568,            2012,           9013,          ,            ,           
 4560,          6569,            2012,           7981,          ,            ,           
 4561,          6570,            2012,          12017,          ,            ,           
 4562,          6571,            2012,          11998,          ,            ,           
 4563,          6573,            2013,          10993,          ,            ,           
 4564,          6575,            2014,           8999,          ,            ,           
 4565,          6578,            2016,           7997,          ,            ,           
 4566,          6579,            2016,           9528,          ,            ,           
 4567,          6580,            2016,           8010,          ,            ,           
 4568,          6581,            2016,           6998,          ,            ,           
 4569,          6582,            2016,           7005,          ,            ,           
 4570,          6585,            2018,           5997,          ,            ,           
 4571,          6586,            2018,           5982,          ,            ,           
 4572,          6587,            2018,           6996,          ,            ,           
 4573,          6588,            2018,           6999,          ,            ,           
 4574,          6590,            2019,           7004,          ,            ,           
 4575,          6593,            2021,           7986,          ,            ,           
 4576,          6594,            2021,           6015,          ,            ,           
 4577,          6595,            2021,           6968,          ,            ,           
 4578,          6597,            2022,           7014,          ,            ,           
 4579,          6599,            2023,           6010,          ,            ,           
 4580,          6601,            2024,           7003,          ,            ,           
 4581,          6602,            2024,           6015,          ,            ,           
 4582,          6603,            2024,           5998,          ,            ,           
 4583,          6604,            2024,           6000,          ,            ,           
 4584,          6605,            2024,           7010,          ,            ,           
 4585,          6606,            2024,           5999,          ,            ,           
 4586,          6607,            2024,          10003,          ,            ,           
 4587,          6609,            2025,           6507,          ,            ,           
 4588,          6610,            2025,           7000,          ,            ,           
 4589,          6611,            2025,          10016,          ,            ,           
 4590,          6612,            2025,          10002,          ,            ,           
 4591,          6614,            2026,           9002,          ,            ,           
 4592,          6615,            2026,           5996,          ,            ,           
 4593,          6616,            2026,           6015,          ,            ,           
 4594,          6617,            2026,           6319,          ,            ,           
 4595,          6618,            2026,           7017,          ,            ,           
 4596,          6619,            2026,           6006,          ,            ,           
 4597,          6621,            2027,           6995,          ,            ,           
 4598,          6622,            2027,           5541,          ,            ,           
 4599,          6626,            2030,           5995,          ,            ,           
 4600,          6627,            2030,           6000,          ,            ,           
 4601,          6628,            2030,           7015,          ,            ,           
 4602,          6629,            2030,           8985,          ,            ,           
 4603,          6630,            2030,           7873,          ,            ,           
 4604,          6631,            2030,           6338,          ,            ,           
 4605,          6633,            2031,           6998,          ,            ,           
 4606,          6634,            2031,           6998,          ,            ,           
 4607,          6635,            2031,           5997,          ,            ,           
 4608,          6636,            2031,           7517,          ,            ,           
 4609,          6637,            2031,           5997,          ,            ,           
 4610,          6638,            2031,           6999,          ,            ,           
 4611,          6639,            2031,           8998,          ,            ,           
 4612,          6640,            2031,           5998,          ,            ,           
 4613,          6642,            2032,           5999,          ,            ,           
 4614,          6643,            2032,           5997,          ,            ,           
 4615,          6644,            2032,           8018,          ,            ,           
 4616,          6646,            2033,           6149,          ,            ,           
 4617,          6647,            2033,           9014,          ,            ,           
 4618,          6648,            2033,           8983,          ,            ,           
 4619,          6649,            2033,           7004,          ,            ,           
 4620,          6650,            2033,           6011,          ,            ,           
 4621,          6651,            2033,           6016,          ,            ,           
 4622,          6655,            2036,           8003,          ,            ,           
 4623,          6657,            2037,          11000,          ,            ,           
 4624,          6658,            2037,           8993,          ,            ,           
 4625,          6659,            2037,           6000,          ,            ,           
 4626,          6660,            2037,           6995,          ,            ,           
 4627,          6662,            2038,           6001,          ,            ,           
 4628,          6663,            2038,           6000,          ,            ,           
 4629,          6664,            2038,           6000,          ,            ,           
 4630,          6665,            2038,           6000,          ,            ,           
 4631,          6667,            2039,           6000,          ,            ,           
 4632,          6669,            2040,           6000,          ,            ,           
 4633,          6671,            2041,           7000,          ,            ,           
 4634,          6672,            2041,           6000,          ,            ,           
 4635,          6673,            2041,           5998,          ,            ,           
 4636,          6674,            2041,           6000,          ,            ,           
 4637,          6675,            2041,           6000,          ,            ,           
 4638,          6676,            2041,           6000,          ,            ,           
 4639,          6677,            2041,           6013,          ,            ,           
 4640,          6679,            2042,           6000,          ,            ,           
 4641,          6680,            2042,           6539,          ,            ,           
 4642,          6681,            2042,           6003,          ,            ,           
 4643,          6683,            2043,           5999,          ,            ,           
 4644,          6686,            2045,           5997,          ,            ,           
 4645,          6689,            2047,           6000,          ,            ,           
 4646,          6694,            2051,           6999,          ,            ,           
 4647,          6695,            2051,           6000,          ,            ,           
 4648,          6696,            2051,           5984,          ,            ,           
 4649,          6698,            2052,           6000,          ,            ,           
 4650,          6699,            2052,           7000,          ,            ,           
 4651,          6700,            2052,           5998,          ,            ,           
 4652,          6702,            2053,           6001,          ,            ,           
 4653,          6703,            2053,           6512,          ,            ,           
 4654,          6704,            2053,           6000,          ,            ,           
 4655,          6705,            2053,           5999,          ,            ,           
 4656,          6707,            2054,           6999,          ,            ,           
 4657,          6708,            2054,           5999,          ,            ,           
 4658,          6709,            2054,           6997,          ,            ,           
 4659,          6710,            2054,           7013,          ,            ,           
 4660,          6712,            2055,           6000,          ,            ,           
 4661,          6714,            2056,           5999,          ,            ,           
 4662,          6715,            2056,           7005,          ,            ,           
 4663,          6716,            2056,          11000,          ,            ,           
 4664,          6718,            2057,          13534,          ,            ,           
 4665,          6720,            2058,          19353,          ,            ,           
 4666,          6721,            2058,           9997,          ,            ,           
 4667,          6722,            2058,           8153,          ,            ,           
 4668,          6723,            2058,           7998,          ,            ,           
 4669,          6724,            2058,           6983,          ,            ,           
 4670,          6725,            2058,           7016,          ,            ,           
 4671,          6727,            2059,           6532,          ,            ,           
 4672,          6728,            2059,           6983,          ,            ,           
 4673,          6729,            2059,           5999,          ,            ,           
 4674,          6730,            2059,           5999,          ,            ,           
 4675,          6731,            2059,          11001,          ,            ,           
 4676,          6734,            2061,          10000,          ,            ,           
 4677,          6737,            2063,           5997,          ,            ,           
 4678,          6738,            2063,           7000,          ,            ,           
 4679,          6739,            2063,           6999,          ,            ,           
 4680,          6740,            2063,           7001,          ,            ,           
 4681,          6741,            2063,           6508,          ,            ,           
 4682,          6742,            2063,           7000,          ,            ,           
 4683,          6746,            2066,           5999,          ,            ,           
 4684,          6747,            2066,           6999,          ,            ,           
 4685,          6748,            2066,           6000,          ,            ,           
 4686,          6749,            2066,           6014,          ,            ,           
 4687,          6750,            2066,           6998,          ,            ,           
 4688,          6753,            2068,           5998,          ,            ,           
 4689,          6758,            2072,           7014,          ,            ,           
 4690,          6759,            2072,           6000,          ,            ,           
 4691,          6760,            2072,           7014,          ,            ,           
 4692,          6762,            2073,           6000,          ,            ,           
 4693,          6763,            2073,           6541,          ,            ,           
 4694,          6764,            2073,           6000,          ,            ,           
 4695,          6765,            2073,           5985,          ,            ,           
 4696,          6766,            2073,           6999,          ,            ,           
 4697,          6767,            2073,           5999,          ,            ,           
 4698,          6769,            2074,           6999,          ,            ,           
 4699,          6770,            2074,           5997,          ,            ,           
 4700,          6771,            2074,           7001,          ,            ,           
 4701,          6772,            2074,           5999,          ,            ,           
 4702,          6773,            2074,           6001,          ,            ,           
 4703,          6774,            2074,           5999,          ,            ,           
 4704,          6775,            2074,           6000,          ,            ,           
 4705,          6776,            2074,           6518,          ,            ,           
 4706,          6777,            2074,           6999,          ,            ,           
 4707,          6778,            2074,           5999,          ,            ,           
 4708,          6779,            2074,           6999,          ,            ,           
 4709,          6780,            2074,           5999,          ,            ,           
 4710,          6781,            2074,           6995,          ,            ,           
 4711,          6782,            2074,           7000,          ,            ,           
 4712,          6784,            2075,           7000,          ,            ,           
 4713,          6785,            2075,           6001,          ,            ,           
 4714,          6786,            2075,           6999,          ,            ,           
 4715,          6788,            2076,           6999,          ,            ,           
 4716,          6789,            2076,           6541,          ,            ,           
 4717,          6790,            2076,           7000,          ,            ,           
 4718,          6792,            2077,           7016,          ,            ,           
 4719,          6793,            2077,           5999,          ,            ,           
 4720,          6794,            2077,           6000,          ,            ,           
 4721,          6795,            2077,           5999,          ,            ,           
 4722,          6797,            2078,           6984,          ,            ,           
 4723,          6800,            2080,           5999,          ,            ,           
 4724,          6801,            2080,           6999,          ,            ,           
 4725,          6802,            2080,           6998,          ,            ,           
 4726,          6803,            2080,           5998,          ,            ,           
 4727,          6804,            2080,           7510,          ,            ,           
 4728,          6805,            2080,           7002,          ,            ,           
 4729,          6807,            2081,           6998,          ,            ,           
 4730,          6808,            2081,           7000,          ,            ,           
 4731,          6809,            2081,           8000,          ,            ,           
 4732,          6810,            2081,           7002,          ,            ,           
 4733,          6812,            2082,           6015,          ,            ,           
 4734,          6814,            2083,           6983,          ,            ,           
 4735,          6815,            2083,           6000,          ,            ,           
 4736,          6816,            2083,           7000,          ,            ,           
 4737,          6818,            2084,           6000,          ,            ,           
 4738,          6820,            2085,           6506,          ,            ,           
 4739,          6824,            2088,           7001,          ,            ,           
 4740,          6825,            2088,           7000,          ,            ,           
 4741,          6826,            2088,           6000,          ,            ,           
 4742,          6827,            2088,           7000,          ,            ,           
 4743,          6828,            2088,           6000,          ,            ,           
 4744,          6830,            2089,           7000,          ,            ,           
 4745,          6832,            2090,           6000,          ,            ,           
 4746,          6834,            2091,           6999,          ,            ,           
 4747,          6835,            2091,           7074,          ,            ,           
 4748,          6836,            2091,           6382,          ,            ,           
 4749,          6837,            2091,           7020,          ,            ,           
 4750,          6838,            2091,           7985,          ,            ,           
 4751,          6839,            2091,           7232,          ,            ,           
 4752,          6840,            2091,           6051,          ,            ,           
 4753,          6841,            2091,           7998,          ,            ,           
 4754,          6843,            2092,           6000,          ,            ,           
 4755,          6846,            2094,           6997,          ,            ,           
 4756,          6847,            2094,           6000,          ,            ,           
 4757,          6849,            2095,           6997,          ,            ,           
 4758,          6850,            2095,           6999,          ,            ,           
 4759,          6851,            2095,           6000,          ,            ,           
 4760,          6853,            2096,           7000,          ,            ,           
 4761,          6854,            2096,           6512,          ,            ,           
 4762,          6855,            2096,           6000,          ,            ,           
 4763,          6857,            2097,           6999,          ,            ,           
 4764,          6860,            2099,           7443,          ,            ,           
 4765,          6861,            2099,           6986,          ,            ,           
 4766,          6862,            2099,           6000,          ,            ,           
 4767,          6863,            2099,           7004,          ,            ,           
 4768,          6864,            2099,           6000,          ,            ,           
 4769,          6865,            2099,           6999,          ,            ,           
 4770,          6866,            2099,           6000,          ,            ,           
 4771,          6869,            2101,           5999,          ,            ,           
 4772,          6870,            2101,           6512,          ,            ,           
 4773,          6871,            2101,           8998,          ,            ,           
 4774,          6872,            2101,           9030,          ,            ,           
 4775,          6873,            2101,           7306,          ,            ,           
 4776,          6874,            2101,           7000,          ,            ,           
 4777,          6878,            2104,           8996,          ,            ,           
 4778,          6879,            2104,           5995,          ,            ,           
 4779,          6880,            2104,           6996,          ,            ,           
 4780,          6881,            2104,           9018,          ,            ,           
 4781,          6883,            2105,           7000,          ,            ,           
 4782,          6884,            2105,           6493,          ,            ,           
 4783,          6885,            2105,           5999,          ,            ,           
 4784,          6886,            2105,           9001,          ,            ,           
 4785,          6887,            2105,           7999,          ,            ,           
 4786,          6890,            2107,           6999,          ,            ,           
 4787,          6891,            2107,           5997,          ,            ,           
 4788,          6892,            2107,           6999,          ,            ,           
 4789,          6893,            2107,           7000,          ,            ,           
 4790,          6894,            2107,           6000,          ,            ,           
 4791,          6895,            2107,           7013,          ,            ,           
 4792,          6897,            2108,           6999,          ,            ,           
 4793,          6901,            2111,           6000,          ,            ,           
 4794,          6902,            2111,           6999,          ,            ,           
 4795,          6903,            2111,           7000,          ,            ,           
 4796,          6904,            2111,           6000,          ,            ,           
 4797,          6905,            2111,           7000,          ,            ,           
 4798,          6907,            2112,           6000,          ,            ,           
 4799,          6908,            2112,           6000,          ,            ,           
 4800,          6909,            2112,           6000,          ,            ,           
 4801,          6910,            2112,           7000,          ,            ,           
 4802,          6912,            2113,           5998,          ,            ,           
 4803,          6913,            2113,           6000,          ,            ,           
 4804,          6914,            2113,           7557,          ,            ,           
 4805,          6915,            2113,           7000,          ,            ,           
 4806,          6916,            2113,           5999,          ,            ,           
 4807,          6918,            2114,           6000,          ,            ,           
 4808,          6919,            2114,           7001,          ,            ,           
 4809,          6920,            2114,           6994,          ,            ,           
 4810,          6921,            2114,           7999,          ,            ,           
 4811,          6924,            2116,           6998,          ,            ,           
 4812,          6928,            2119,           7000,          ,            ,           
 4813,          6929,            2119,           7025,          ,            ,           
 4814,          6930,            2119,           7000,          ,            ,           
 4815,          6931,            2119,           7556,          ,            ,           
 4816,          6932,            2119,           5999,          ,            ,           
 4817,          6933,            2119,           7000,          ,            ,           
 4818,          6934,            2119,           6999,          ,            ,           
 4819,          6935,            2119,           5996,          ,            ,           
 4820,          6937,            2120,           7003,          ,            ,           
 4821,          6939,            2121,           7998,          ,            ,           
 4822,          6940,            2121,           7000,          ,            ,           
 4823,          6941,            2121,           6000,          ,            ,           
 4824,          6942,            2121,           7042,          ,            ,           
 4825,          6943,            2121,           6999,          ,            ,           
 4826,          6944,            2121,           6559,          ,            ,           
 4827,          6946,            2122,           8000,          ,            ,           
 4828,          6947,            2122,          10002,          ,            ,           
 4829,          6948,            2122,           6999,          ,            ,           
 4830,          6949,            2122,           6000,          ,            ,           
 4831,          6950,            2122,           6999,          ,            ,           
 4832,          6951,            2122,          10979,          ,            ,           
 4833,          6952,            2122,           7020,          ,            ,           
 4834,          6954,            2123,           7023,          ,            ,           
 4835,          6956,            2124,          12521,          ,            ,           
 4836,          6958,            2125,           8999,          ,            ,           
 4837,          6959,            2125,           7014,          ,            ,           
 4838,          6960,            2125,           6984,          ,            ,           
 4839,          6962,            2126,           5999,          ,            ,           
 4840,          6963,            2126,           5996,          ,            ,           
 4841,          6964,            2126,           5999,          ,            ,           
 4842,          6965,            2126,           6997,          ,            ,           
 4843,          6966,            2126,           6975,          ,            ,           
 4844,          6967,            2126,           6000,          ,            ,           
 4845,          6969,            2127,           7507,          ,            ,           
 4846,          6970,            2127,           6000,          ,            ,           
 4847,          6971,            2127,           7001,          ,            ,           
 4848,          6973,            2128,           6999,          ,            ,           
 4849,          6974,            2128,           5999,          ,            ,           
 4850,          6976,            2129,           6999,          ,            ,           
 4851,          6978,            2130,           6999,          ,            ,           
 4852,          6979,            2130,           5999,          ,            ,           
 4853,          6980,            2130,           5998,          ,            ,           
 4854,          6982,            2131,           7997,          ,            ,           
 4855,          6983,            2131,           6999,          ,            ,           
 4856,          6984,            2131,           7505,          ,            ,           
 4857,          6985,            2131,           8000,          ,            ,           
 4858,          6986,            2131,           8000,          ,            ,           
 4859,          6988,            2132,           7000,          ,            ,           
 4860,          6989,            2132,           7004,          ,            ,           
 4861,          6990,            2132,           9006,          ,            ,           
 4862,          6991,            2132,           8275,          ,            ,           
 4863,          6992,            2132,           7327,          ,            ,           
 4864,          6994,            2133,           7444,          ,            ,           
 4865,          6995,            2133,           7018,          ,            ,           
 4866,          6998,            2135,           6513,          ,            ,           
 4867,          6999,            2135,           6999,          ,            ,           
 4868,          7000,            2135,           6999,          ,            ,           
 4869,          7001,            2135,           7000,          ,            ,           
 4870,          7002,            2135,           7000,          ,            ,           
 4871,          7004,            2136,           5999,          ,            ,           
 4872,          7007,            2138,           6997,          ,            ,           
 4873,          7008,            2138,           8000,          ,            ,           
 4874,          7009,            2138,           6999,          ,            ,           
 4875,          7010,            2138,           5997,          ,            ,           
 4876,          7011,            2138,           6998,          ,            ,           
 4877,          7012,            2138,           8517,          ,            ,           
 4878,          7013,            2138,          10998,          ,            ,           
 4879,          7014,            2138,           8538,          ,            ,           
 4880,          7015,            2138,           6997,          ,            ,           
 4881,          7016,            2138,          11999,          ,            ,           
 4882,          7017,            2138,           6000,          ,            ,           
 4883,          7018,            2138,           6999,          ,            ,           
 4884,          7019,            2138,           7000,          ,            ,           
 4885,          7020,            2138,           7014,          ,            ,           
 4886,          7022,            2139,           6553,          ,            ,           
 4887,          7024,            2140,           6922,          ,            ,           
 4888,          7025,            2140,           6998,          ,            ,           
 4889,          7026,            2140,           6000,          ,            ,           
 4890,          7027,            2140,           8575,          ,            ,           
 4891,          7028,            2140,           8002,          ,            ,           
 4892,          7030,            2141,           5998,          ,            ,           
 4893,          7031,            2141,           7999,          ,            ,           
 4894,          7032,            2141,           6001,          ,            ,           
 4895,          7033,            2141,           7000,          ,            ,           
 4896,          7036,            2143,           5999,          ,            ,           
 4897,          7039,            2145,           6514,          ,            ,           
 4898,          7041,            2146,           7000,          ,            ,           
 4899,          7042,            2146,           9015,          ,            ,           
 4900,          7043,            2146,           6985,          ,            ,           
 4901,          7044,            2146,           5999,          ,            ,           
 4902,          7045,            2146,           6997,          ,            ,           
 4903,          7046,            2146,           6996,          ,            ,           
 4904,          7049,            2148,           6000,          ,            ,           
 4905,          7053,            2151,           7580,          ,            ,           
 4906,          7055,            2152,           5999,          ,            ,           
 4907,          7056,            2152,          11523,          ,            ,           
 4908,          7057,            2152,           7000,          ,            ,           
 4909,          7058,            2152,           7007,          ,            ,           
 4910,          7059,            2152,           7001,          ,            ,           
 4911,          7061,            2153,           7000,          ,            ,           
 4912,          7063,            2154,           6999,          ,            ,           
 4913,          7064,            2154,           7000,          ,            ,           
 4914,          7068,            2157,           6999,          ,            ,           
 4915,          7069,            2157,           8983,          ,            ,           
 4916,          7070,            2157,          11001,          ,            ,           
 4917,          7071,            2157,          10998,          ,            ,           
 4918,          7073,            2158,          11000,          ,            ,           
 4919,          7074,            2158,          11000,          ,            ,           
 4920,          7075,            2158,          12001,          ,            ,           
 4921,          7076,            2158,          15404,          ,            ,           
 4922,          7079,            2160,          11024,          ,            ,           
 4923,          7080,            2160,           7532,          ,            ,           
 4924,          7081,            2160,           6999,          ,            ,           
 4925,          7082,            2160,           6999,          ,            ,           
